content,label
"From an old Wunderkist fan: Design and migration is nice thank you. Please bring back weekly to do widget or at least make possible to select only ""earlier"" tasks to show up in widget. Additionally, in widget if due date is passed please show the task in red color. I don't want to see may tax payments next year in the widget. Please bring weekly list to the widget. Thank you.",neutral
Not getting notifications on my samsung device. Assignments that are shared do not alert me once the task is completed by the other party.,neutral
Its good,neutral
Require notification and messaging features in the app,neutral
Please tell how to get a audible alarm after setting date and time in reminder? Without an audible alarm at set date and time for any task this app is of no use to me,neutral
Fairly limited,neutral
"Very easy to use. Only problem is, notifications don't work on my phone. I don't get a notification on my phone when a task is supposed to be due.",neutral
Last app wunderlist is better than this. Beacuse if we make list under folder with defferent folders. And see list under widgets we can see only list without folder. It makes me disturbe. In wunderlist we can see list under folder in widgets. So that i like that app Please solve it,neutral
Less past-it notes. Thanks,neutral
Would love it if the tasks had an option of being hidden once completed. Otherwise I would rate 5stars,neutral
"Great app, but please add the times set for reminder to the list view. So you can see when what needs to be done by just glancing over your list instead of having to click on each one. Edit: Still no fix to this? Also, due date sorting is not sorting to specific time.",neutral
"Great but sometimes the reminders don't work... Like when set to recur daily or monthly, they only sometimes remind you at the specified times.",neutral
Falta muita coisa.,neutral
"The UX is classic Wonderlist, but the feature set is still not up to where Wunderlist left off. How can you acquire a product and the release only a subset of functionality two years later?",neutral
Good app but could be better,neutral
"Please make the possibility to set my own wallpaper in the app, because your pictures low resolution and they a little bit bad",neutral
Doesn't sync with my phone app,neutral
Just started using it. So far so good. May change rating after using it for awhile.,neutral
"Sorting according to due time is not available, for eg. I have 3 task one at 5 am next at 7 and 9 am on repeated mode every day than it doesn't sort out according to time.",neutral
"The app is fine, especially combined with the To Do app on Windows, but what's really missing for me is having more flexibility in choosing the snooze period. One hour max is not useful. Hours, 0.5 day, 1 day are all options that I definitely could use",neutral
It is good but it should remind us to do the tasks.,neutral
Enjoying so far. I am sure there are more capabilities I am yet to discover. Makes life so much easier,good
Simple app for simple tasks.,good
"Love the app but have a few suggestions to make it even better. Have scheduled todo items show up on the Outlook calendar app; This would be awesome!! Have an option to hide certain lists from ""my day"". I have some lists I use as filler projects when there's free time and I don't want them taking priority over other necessary items I haven't scheduled yet. Thank you for a great app thus far!",good
App is really good. But if you forget microsoft pwd is a huge pain to reset it,good
Great.,good
It's great for keeping track of a busy life! Need collaboration opportunities within the program to allow for communicating with others on what they did._u,good
Very good app for everyone,good
App is very useful however it works slow on my macbook,good
Occasional issues with synchronizing lists but otherwise great,good
Great! But need to add some feature such as privacy with fingerprint or face lock.,good
"widget to app sync is very laggy and doesn't happen most of the times (Nokia 7.1, android 10)",good
"It's now almost as good as Wunderlist and has a dark theme and a nice dark widget! Please add commenting like Wunderlist had as it's really helpful on shared items. Migration could be better though, as you have to share all the lists one by one again and delete the old ones, where you are not the owner. Also, it now forces you to use a Microsoft account.",good
"В целом нравится, но есть проблема. Очень ленивая синхронизация в компьютером. Делаю изменения на телефоне, захожу в Microsoft To-Do с Windows 10, а там этих изменений нет. И только спустя полминуты где-то появлюятся.",good
Please add feature that let me switch between lists by swiping right and left in list page. Thank you so much for this great app 👏👏,good
"Its really good, got no complains really but the interface could possibly look a little cleaner/better/more minimal but its still clean fr fr",good
"Great app. Could you please add a reminder feature if you miss something? At the minute if you have a task set to repeat weekly or daily etc.. if you don't complete the task,, then it disappears and no longer appears on the todo list even when set for a repeat reminder.",good
"Great app. One feature that could be added is the facility to copy tasks instead of moving them. Lists can be shared not just for working together, but then just for those people to view the tasks in the list as and when they are updated.",good
Convenient and great,good
The scheduled reminders doesn't work. The app notifies you only the first time.,good
"Great app for keeping track of all my tasks. I would like the option to repeat reminders only instead of repeating the whole task itself, thanks.",good
Great but... We need be able to set my day list a night before.,good
This apps makes it easier to organise your day and goals with daily reminders. And it is a fun app because you get to customize the themes of each goal.,good
Please make the mobile and desktop version like the web version ...it's cleaner and more simple,good
Needs comment option on each task,good
"Just started using, good so far. Maybe a start date on tasks would help",good
Good,good
good,good
Good,good
Add copy task (with sub tasks) to clipboard. Also reorder subtasks sometimes broken. URGENT !,good
"Todo is stylish and functional in all the ways is needs to be and beyond. connecting seamlessly throughout the app on pc mobile and online, i would love an integration for gmail or other such apps and perhaps a wear Os app but this is a great app for todo lists and reminders",good
Just using know. Exploring more.,good
Great app for all my To Do lists. There are just minor issues in syncing sometimes,good
"Crashes periodically, however I absolutely love the app! Does exactly what I wanted and is super simple to use. Not all the extra complicated and un-needed mumbo jumbo as some of the similar apps I have tried.",good
"I love the app so far. I really like how user friendly it is. But this app has a very limited selection of themes. Please offer more themes to choose from. Also, offering the ability to choose our own images from our computer or the internet for our task background would be great. Even though I chose not to use the Trello Task app, they have the above features I mentioned, and I loved having those options.",good
It's good but wish Google assistant would add to it,good
Great app. But if scheduled time more than 2 weeks it make it better.,good
It's alright.,good
Helpful app though some times doesn't update when someone else adds items. Bot not a frequent issue.,good
Simple to use and works great so far! Just wish that scheduled tasks could be shared with the calendar as an option.,good
Allow reminders to pop up. All in all it's ok,good
"I have a suggestion. In the ""All"" lists tab, please give the option of sorting the tasks within the different categories they've been created. I need both the categorisation of tasks into different groups and the ability to arrange them within those categories, say by Due Date or Alphabetically!",good
Still to work out the kinks,good
Nice app but complicated setting are there at some points but this is best app 🙂👍👍👍👍👍 I ever used in to do works,good
Simple to use,good
Nice for productivity,good
Easy to use,good
"Very simple, easy to use. Would like to see it developed just a little more to include more choices of background images, or ability to add custom background images.",good
Very useful app.,good
Nada mal.,good
"Easy to use but needs some features. We mostly use it for a communal shopping list. It would be nice if you could assign categories to items such as frozen, produce... it works great for a to do list either shared or personal.",good
"Thanks, just started & looks great Cheers",good
"Great app, would be nice if it synced with calenders better...",good
Easy to Use!,good
This is not reminding me even though I set an remainder option,good
I use a daily for tasks and lists. There could be one more subcategory/sublist. It would be nice to show pictures in line too.,good
Well structured,good
Great.,good
It's a nice but I personally need a full screen pop up. It's convenient for me personally.,good
Item duplicate automatically,good
"Wish we could attach images and use tags for work/personal/chores, school, etc. Excellent app regardless. Love it",good
Slow to open. Needs an option to list in order of oldest task first. Great overall.,good
Great app,good
"great app, loving the interaction with O365",good
A search function in completed items would increase the stars to 5!,good
"On online anywhere can review the task, category wise task status is the key to review the pending task.",good
"The interface is not very intuitive but does more than a satisfactory job once you get used to it. I'd like to see a more colourful home page and more theme options and the option to connect to Google Calendar, clock, Microsoft Your Phone, etc. Overall solid app for daily use",good
Great for getting tasks from phone to PC. Not so good at understanding long lists on phone,good
Very good app,good
Nice app,good
"Simple to use, nice clean look, keep personal and business tasks separate.",good
"One flaw, the app doubles every url put into a note field. This becomes an issue when you re-edit the note and the duplicates then get reduplicated.",good
"Great app, helps me a lot, but kinda annoys me that when I set a reminder to repeat every day it doesn't remind me every day and I have to set it manually.... Anyways still one of the best apps for managing you time and increasing productivity. TRY IT FOR A WEEK - YOU WON'T REGRET IT",good
it would be great if we could have geographic reminders like when you drive home and it will remind you,good
Convenient,good
Great,good
Microsoft is great at listening to reviews. I still miss Wunderlist but To Do is close.,good
6. Xz,good
"Excellent design for To Do lists and easy to use, but I haven't been able to figure it how to fully sync and integrate with my laptop MS Office 365 version, so 4-stars instead of 5. But otherwise stellar.",good
Keeps me organized,good
Excellent app for sharing tasks across family members. Would give it more stars if it worked as the task app for Outlook,good
"Very useful, awaiting further updates as have been announced by Microsoft with synchronization with Teams",good
Very good for managing tasks and very efficient in collaborating with others,good
Great organizational tool. I use it every day.,good
"Used to take the place of Wunderlist. Actually liking it much better. It would be helpful to see who created the task, who edited it and when. Also being able to add comments others would notice was an addition, or ask questions on it that would alert the creator there was a comment/question, would be super helpful. Other than that, very satisfied.",good
Works well with Office products,good
"Like it a lot, very useful with shared lists. Would also be nice to have the option to be able to schedule tasks on a calendar for cross-reference.",good
Great app! Thank you Microsoft.,good
Fine app Would be better if we could sync it with other apps as well.,good
"I love the minimalist style of the app. Nothing crops up to clog space until you need it. And once you need something, then it's intuitively handy. Thanks guys.",good
"There is something wrong with the world. Look at all these reviews. People give it 1 star rating . Thats ok. But they complain about the app like they own it. Developers give you the app to use for FREE. Instead of being rude or mad, you could just give a polite feedback so that they can improve. Or just use some other app. Remember. You dont own it.",good
"Not the old Palm app, but still usefu l.",good
Simple and Neat. Wish it could let me add priority on tasks and allow me to reorder the tasks within Planned tab.,good
Good,good
Needs more work. Notes are awkward; maybe what I want is something simpler.,good
I think the app with a time table for sorting tasks will become more useful .,good
Awesome and Esay to use.,good
Good app that syncs with Outlook. Widget needs transparent options.,good
"""My day"" is a great feature. But perhaps it will help to be able to plan it atleast the previous evening.",good
They should give some type of sound feedback when u finish a task,good
"4 stars because ""location based reminders"" is missing. Best Task management app in 2020.",good
Very good,good
Please add time stamps and ranking to sub tasks in each task.,good
This app is so good but can be better on remainder,good
I like this app.,good
Excellent...👍 App But Please.. Add Recycle-Bin in the app,good
Very Good,good
Very nice app. Using it regularly to get reminders.,good
"Works very well across all my devices, information and attachments,",good
It is a real time management tool.,good
"Very easy to use and share with your family. You can create groups and asign tasks. I don't add the last start because it is easy to click done and I use it at the market. Then something can be changed to ""done"" and you forget to buy...",good
The worst thing is it's not integrated with one drive to attach or edit file.,good
Good,good
I would like a more in depth prioritization system beyond a star. Thinking the quadrants from the #7habits of highly effective people.,good
Shopping grocery lists-/apointments-/on all devices to update and edit when you think of it,good
Good Application,good
"Really useful, it helps me organize and keep track of my daily tasks. I use To Do on both windows and android. My only problem is when it sync the changes on desktop , the widget on my phone doesn't change at all until I open the app. A refresh button on the widget would do, or make it sync like google keep.",good
Great to do list. Waiting for new features. Eg notes should have a comment section with Timestamp,good
Useful with good UI,good
Very good app and easy to use.,good
"Me gusta, apenas la estoy implementando en mi día a día",good
Great App but need to add mark complete check.,good
"It is simple to use, just started to use",good
Nice,good
Very good app for day to day planning,good
"It's nice and simple, good for productivity.",good
"Pretty good, not quite as clear and quick as wunderlist but 90% as good.",good
Please add option to sort by reminder time,good
"Pretty good app. Would get 5 stars if: 1. It had ""Delete all checked items"", and 2. The reminder used the Android alert system.",good
Helps to become more productive. Not using AI or recommendation engines.,good
Good,good
"This app is actually more functional than Wunderlist, the app it devoured. And that is really atypical for Microsoft's developers.",good
i would like to set a background from pictures from my gallery not from the ones you gave me,good
Very useful,good
Need custom notification tone.,good
"Ite very good app , but I felt Microsoft apps consume more battery and little bit slow to open the pages , and there is no offline access, pls update this to all apps thank you.",good
"Overall has been good with helping me ger on top of things and organising myself. But, the reason I have had to leave a review today is because I have noticed when I paste a link into the description of a task, it copies and pastes the link in twice. Please sort out the glitch. Hence why I am giving 4 stars instead of 5.",good
"Please add a feature to assign tasks to multiple users. And for no reason, the app ads an empty note to every new task being created with the Android app.",good
Syncs nicely between 2 users,good
"Easy to use, exactly what I needed",good
"Fab list app, be even better if you could sort steps of a task, so incomplete steps are listed first. Thanks!",good
"Awesome App, 1) if you could add undo feature : if we make any changes to the todo unexpectedly and press back then it saves it and we cannot find what was the original memo.",good
Good,good
Enjoying it thus far,good
"All in all, working nicely. I wish that it would be possible to add people to lists without the need to send them the link (as it was possible in Wunderlist).",good
Doesnt show you task in outlook calendar Planned task aren't shown in My day when they are actual,good
"Good app to remember work to do, it could be more better if important point flashes time to time.",good
Very good application trustable from Microsoft.,good
Simple and easy to use. Syncs on phone and pc which is very useful,good
"Would like to see an option for ""delete all completed tasks"", instead of having to select one at a time.",good
"Really good app and I like ""My Day"" function, but still has lots things need to improve, e.g. Batch Insert function, it already could sync with outlook task but without subtask, that a shame. I believe that this app could be very powerful if it could work with outlook and OneNote. Also, its time to concern supported Wear OS.",good
"not flawless, but works, motivating.",good
از حیث ابعاد مختلفی کامله، مثل امکان گروه بندی، امکان آپلود فایل، امکان ساخت «ساب تسک»، تنظیم سر رسید، تنظیم یادآور، امکان شیر وعهده‌گذاری کار‌ها به علاوه محیط بسیار کاربر پسند. تنها مشکل اینه برای «ساب‌تسک‌ها» نمی‌توان تاریخ سر رسید و عهده‌گذاری داشت، و میزان و نحوه روند انجام کار امکان نمایش ندارد. * برای دوستان لازم می‌دونم بگم بین محیط ویندوز و اندروید به خوبی همگام سازی میشه و همچنین هر تقویمی که دستگاه روش نصب باشه رو نمایش می‌ده.(یعنی برای ویندوز ۱۰ تقیم کامل جلالی),good
Very good use app,good
Would be more effective if there was an option to add reminders for subtasks and option to add time deadline along with due date.,good
"Love the app. Especially the sound it gives off when you tick off a task. Only thing is that you can't thoroughly organise the tasks you have set. Other than that, I highly recommend.",good
"Feature Request 1. Add transparent background option in widgets, like after completing each task the size of the widget becoming small though actual size of the widget is large. 2. Provide option to view tasks pending for the week in widget",good
"Nice app but please add some alarm features in it , something we might not hear the notification call.",good
I like the app. Easy to use and organize. I just wished there was a way to turn the spell check off in it. It's miserable trying to type non-European style names in it.,good
Amazing app I am very happy to follow my tasks jobs etc.amazing app.but I want the developers to keep an option which will continue everyday the same tasks it would be nice I have to always write my tasks daily,good
"It fails to sync between devices, which is highly desirable. However its integration with MCalendar and MMail App is very useful.",good
"Great, does the basics I need it to. Tricky to move tasks to folders?",good
"It would be awesome if shared task reminders would sync, right now only due dates sync.",good
"I think what this app needs most, is some project management and task tracking abilities to see how much of task has been done. Task shouldn't remain in the dichotomy of to do and done!",good
It's very useful for the All,good
Love it! Helps me to stay organized so mych more. Love the detailed features as well!,good
If have difference label or Icon can be used then is better,good
"Very useful, simple & easy to use",good
Ok,good
"This app is simple and easy to use. After a year of trying other to do apps, I have loaded this onto my phone and laptop. The app works great and synchs great as well. New graphics are awesome. One detail that needs to be addresses: deletion of completed tasks is very cumbersome!",good
"Functionally good, would be nice to have more personalisation options e.g. custom backgrounds etc",good
Very useful. Would like tasks dated today to appear automatically in My Day.,good
"Excellent. Some unique features that make this my go to android task app. Although, some other features either don't exist or are hard to find. In future updates the following additions would be handy: - Create and sync tasks using OneNote App (currently desktop only) - Assign Calendar Event (currently desktop only) - have an option to plan tomorrows ""My Day"" or even roll over incomplete tasks from today to tomorrow.",good
Very useful app 👍,good
App keeps asking for access to other apps we high i do not want to permit.,good
The app is near perfect. It has just one flaw for me: adding pictures or files or other attachments. Why do I need to be online to add files to a reminder? Please make attaching files available offline to add an extra layer of convenience.,good
Very useful,good
"Really Helpful, Simple and Feature Rich",good
its nice,good
Great,good
It's easy to use and perfect for all my lists!,good
Top Notch. Easy to use and manage tasks or projects. The reminders don't send full notifications quite often so a little bug to work on there.,good
"You can now be signed in with both a work or school account and a personal account in this app, meaning that we now have all of desktop Outlook's functions in a first party app. Still not sure why this is not built into mobile Outlook. And you can't display both accounts on the same widget.",good
Fairly easy to use. Very useful for shopping lists and to do lists,good
It's overall very nice but small things keep frustrating me. One particular thing is Why can't you add reminders for custom days? Why pick a specific day?,good
"Sir good app but pls add some features to this app ,it will make more interesting",good
"Works as described, but not very intuitive. There's plenty of choices for storing and organizing tasks and I'm still trying to decide which options work best for me.",good
"There seems to be a bug with the latest version where all new items have the note icon showing. Please fix, it's annoying.",good
So far from my user experience(switch from any do)Already good & keeps getting better every update thank microsoft team,good
"Fairly good looking app. If you cancel notification it doesn't remind you that the team hasn't completed. Would like a more, ""naggy"" for individual tasks.",good
Great app Simultaneously connects to desktop.,good
"One of the better to-do lists out right meow. Very simple and straightforward. The only problem I have is, I'd like to see is an option for a daily recurring task to be automatically added to My Day without having to go into the task and physically doing it every day. Then, I will rate it 5 stars.",good
Add. Memo with overlapping facilities of diff. Memos.,good
"Simply the best productivity app out there. It fully integrates with Outlook, Planner, etc. It's very customizable and easy to use. It used to be able to integrate with Cortana's reminders, but unfortunately, since Cortana's fate is still nebulous, this feature is not what it used to be. So it's lacking support for some digital personal assistant reminders. That's the only reason it's not 5 Stars for me.",good
Amazing,good
It would be nice if you could color code tasks. Otherwise a very good app.,good
Es muy completo para lo que necesito,good
Easy to use . One additional feature you can add is to provide an option in themes where we can set some inspiring quotes from our gallery.,good
Great application. However application is a bit not responsive.,good
Perfekt vor Produktliste. Schwer mit Ordner umgehen,good
"I love the design and everything about it! Definitely recommend it! Just one problem, there isn't a calendar that can be displayed to see your tasks. Please add that! Thank you!",good
This helps so much getting things done. It's so satisfying to make stuff off the list. 5 stars can't live without,good
"Making my life better, it is good to have a todo list !",good
Nice,good
"The ""search"" feature is much faster than the last app I was using. I feel empowered 👍",good
Would appreciate a more attractive alarm with reminders,good
Runs Good,good
Satisy all of my needs,good
"Useful, easy to use. Beautiful design. Sync between PC and mobile device.",good
Good,good
A grate app i use it every day,good
It's very easy to use. This app has made my life so much more organized!,good
This app is so helpful in my day to day life!,good
Thank u for making this app fire five stars to it😜😜🤯,good
Simple to use.,good
Bery guud hahayes!,good
A1,good
Best app,good
Nice app. Improved to do version.,good
I find it very helpful to keep track of my day and keeps me on task.,good
Ok,good
Excellent very helpful a good way to share tasks with somebody we use it to buy groceries for example when we're in Costco one person can find one thing and the other person can find another thing and you check it off and you know it's been found that makes it very fantastic!,good
Система Дорофеев отлично ложится в этот инструмент. Рекомендую!,good
"O aplicativo é muito bom porém algumas coisas precisam ser melhoradas. Primeiro, deveria ter um opção que você gravasse uma mensagem de voz registrando a tarefa por via de áudio. Segundo, deveria ter uma opção de tarefa não cumprida, um ""x vermelho"" que indica que a tarefa não foi cumprida, porque quando eu registro uma tarefa para ser feita diariamente e algum dia eu não a cumpra, não tem a opção de registrá-la como não feita e enquanto eu não colocá-la como feita o app não põe no dia seguinte.",good
Excellent,good
"So far, really liking it!",good
Nic,good
Better than google task,good
So far so good...all wonderfully arranged according to my way and my headings...easy to use I only realized now that it shows under a different name with my number...how do I edit this?,good
🥰🥰🥰🥰,good
Very good performance 😊,good
Helpful for my daily activities notes. Thanks a lot.,good
Excellent App! Keeps me organized.,good
This app helps me to be more organised.,good
Great!,good
Customizable and syncs nice across all our devices.,good
Very user frendly and easy to communicate in corporate gruops,good
Disks,good
Awesome application thankyou microsoft,good
Best to do app ever,good
Highly recommended for any one trying to overcome procrastination,good
Wonderful!,good
I love this app,good
Simpan and easy,good
Great,good
Very useful to quickly make a list or have a long one for like a grocery list right on your phone.,good
Best app... pls add function of multiple intraday alarms for any task.,good
Im enjoying the structure of this app.,good
Great app...Unless your spouse controls it. 😁,good
Works,good
Agregar una opción para poner una nota general en una lista de tareas.,good
Just what I needed,good
Wonderful app.,good
"I use it as the grocery list for when I shop. Everybody in my family used to wait until I was busy doing something else to tell me about what they needed from the store and they would assume that since ""they told me"" that I heard them or retained the information which made for a lot of disappointments. So I shared the app with the family so everybody can add to the list as needed for themselves. As far as my family is concerned, it's a life saver (for them 🙂).",good
Best reminder and organizer app,good
Easy to use and does what it says.,good
Simple and useful 👍,good
Good and easy to use,good
Super,good
Multi functional app for daily tasks routine,good
👍🏻🙏🏻👍🏻EXCELLENT AND FREQUENT UPDATES! PLEASE IMPROVE NOTIFICATIONS FOR QUERIES & COMMENTS!!! 🤩😇🤩😇,good
Does everything.,good
That's awesome 🤩💓 easy and fast,good
"Awesome app,thank u microsoft",good
Love it 😊,good
Almost as good as wunderlist,good
Finally!!! After looking for several months I found the perfect to-do app that is ****not annoying. Thanks Microsoft,good
Ajterth,good
Good,good
It's amazing I really like it it's so easy and you can use it anytime and it's encourage you to do your work faster and it's so good 😍😍😍😍😍😍😍,good
Good task reminder app. Very intergration with 0365,good
Excellent app for setting up ur daily routine.,good
Great app,good
"For me, the best app for organizing your life. But some things should be improved though: 1. You can't set Monday as the first day of the week. 2. Having some of your notes appear both in Planned and Tasks and some in Planned but not in Tasks is bewildering. Besides Planned and Tasks there are two more lists - My Day and Important. Why so many overlapping lists? 3. You can't change fixed time for reminder alarm. For example, ""tomorrow"" is always at 9 a.m. You can't change that to, say, 10 a.m. 4. You can't set quick alarm. For example you can't type some note and then tap ""remind me in half an hour"" or in 15 minutes, in two hours etc. There's no such option. 5. You can't insert a photo or voice recording into your reminders. 6. You can't protect your reminders and notes with a password. Anyone can read them.",good
I love it!,good
Excellent app.,good
Works well for me. Several lists.,good
A good app,good
It helps me remember things.,good
Love that my husband and I can share our lists!,good
Beautiful layout and well developed,good
Very good,good
Awesome and multi device sharing.,good
Easy to keep yourself organised and prioritise your todos,good
Absolutely astonishing!,good
Love this app and office 365 in general,good
The new update brings a lot that was desired. Most importantly list sharing with much better approach than wunderlist. But task assigning within the shared list and chat on a particular task is still missing and this is something that still holds me back from fully migrating from Wunderlist.,good
Best of the best,good
Very nice app must try,good
Awesome,good
"Myself and my husband find this very useful for things we have to do, home repair, groceries, holiday lists.",good
The best thing to type and remember our list,good
Application is much nice but windows application having much synchronization issues. It would be big improvement if it gets sync across all devices specially windows application.,good
Free,good
Better than other app,good
"I've used Microsoft To-Do list for a while now and really enjoyed the seamless experience of having everything sync across. I love how simple it is to add new items and create new lists. The colour, design and layout is perfectly straightforward, having no clutter. Any actions added sync immediately to other devices using Microsoft To-Do list. I just wish actions added to MyDay list would save to each specific day like on a calendar so I can revisit those events.",good
Easy to use and very helpful,good
This added significantly to my recent productivity hights.,good
Nice app.,good
Love it,good
Great app Easiest and most customisable app in playstore,good
Splendid life-work organizing method,good
I'm a student and this app helps me a lot,good
Great app to organise your tasks,good
"Just what I was looking for, this works for me.",good
The preview video sold me after 30s. Didn't even watch the last 15s.,good
Love it!,good
Thank you devs for an amazing app! All in one without the unnecessary waste the others provide for a fee. Strongly recommend anyone reading for download confirmation. Don't forget to cancel your subscription to the other waste of money/space.,good
"Very good app. I tried other apps before, some were simple and some were sophisticated. This one mixed the simplicity and competence.",good
"Great for keeping updated with work tasks, administration or groceries",good
"Error: Can't add a step after other with an enter, you ought to go to bottom. // Lacks: Can't search your tasks or, steps, with an option ""search"" into lists or steps sections.",good
Amazing! Superb!,good
Extremely good for work,good
Love the fact it updates all 3 of my devices,good
Perfect,good
"Simple, but effective",good
I absolutely love it love it love it this is a good Microsoft to-do list and you can take it anywhere on the phone now and Markoff anything I love it hope it doesn't change its taste just as good as it is now,good
"A 5 star because it's the best ToDo app I've tried...and I've tried a lot. Well thought out and well integrated with Office although it works great as a standalone app. I use it for multiple businesses, projects, personal etc.",good
"Excellent app. I use it for groceries lists, work to-do lists, camping lists, saving documents etc etc... fantastic and easy to use...",good
Very useful app.,good
Very good tool for day to day use,good
It will only alarm if you will open the app,good
"The best to do app on the market. Very easy to use, very intuitive and logical interface.",good
Feels very intuitive. The steps feature is awesome. I wish that the other tasks can be merged to another task to form as another step. It would be great to group and order random ideas without needing to look for other related tasks. But my love for this app is there. xx,good
"I love this app!! My family can add things to grocery list from there phones as we run out! Also, great for when I am in the store as well. We can also monitor when chores are being done!",good
Simply superb!!,good
Best app for planing and to do.. ;],good
Most useful to do list there is. Wish had more time features so i can short tasks by their deadlines (what hour they finish),good
Excellent,good
It is excellent for your Info updated.,good
Nice,good
Helps me get things done,good
Is only a good list everything you need,good
Excellent.,good
Great for this making,good
love it,good
Uncomplicated and very useful,good
Nice 👌,good
Great,good
"Hands down! Just add more colours or customisation of task colours. Other than that, everything is great!",good
Loved it. It helps me to organize my work. I really recomment the app,good
Nice app,good
"The user interface is simple enough, the whole app in general feels light and clean. I highly recommend",good
Great App..,good
Awesome app. Love that I can choose themes too,good
Does what it says and does it well.,good
Works well so far,good
"Love this app, would definitely recommend to someone looking for an everyday To do list app, you can even share with family members!",good
Nice app for reminder.,good
Excellent product really helps me keep track of my daily simple tasks without having to use OneNote for much bigger efforts. My particular like the auto sync between phone and laptop via cloud,good
"Handy, colorfull, easy to use, good integration with PC, user freindly ...",good
easy and good interface,good
Still trying out but great so far. Integrates great with office 365 outlook and planner.,good
By far the best to do list / task management app. Syncs perfectly with the desktop app as well.,good
Keeps me organized! Great app :),good
Best list app I have used. It's excellent.,good
"Just use it for lists, works well",good
Rat tuyet...ok,good
Good app,good
Best To- Do App Ever. Easy to use. Better customization and all in one To-Do app.,good
Gr8,good
"Easy to work with, interactive, great visual tool. The team is connected and we all work for a commun goal.",good
"Simple and elegant, great app.",good
חחח,good
"Handy to to do app, easy to use.",good
"So far the best simple to do list app for android. You can share lists of tasks with others easily, for collaboration.",good
This App is great and it helped me organizing my time. Thank you Microsoft.,good
Best app ever used,good
"Luar biasa, membantu dlm penjadualan pertemuan",good
Microsoft always did great. This is the best app to plan your daily life. No ads.❤️. Smooth experience. Awesome UI.,good
"I have been using this app since September 2020 and i have got better performance from this app, i love it...... really its helpful for our schedule punctuation",good
Practical,good
Excellent,good
Great convenient app use it for kids chores,good
Easy to use .Nice themes .It is really helpful for a student like me. Thank you Microsoft.😘😘👍👍,good
"Really like it. Hope to see even more flexibility in the future, but as it is it is a great, simple, functional app and has been great for organizing our family's move-related tasks.",good
"Great app, easy to use!",good
Best and simple,good
Love it! Wish it synched with google tasks,good
It is a best app for anybody I glad to have this app...,good
A must have,good
Very useful.,good
Awesome app! Would be awesome if there was a calender view,good
A good app,good
"Loved it so far! Simple, intuitive, just does the work.",good
Works well,good
"Simply love it. My laptop has Windows 10 Pro which is why I discovered it. It is an attractive application and easy to use. With the app downloaded on my phone, my to do list is always at my finger tips. I can now throw away my old paper diaries. Highly recommend.",good
Great tool,good
the best app could upy more,good
"Good app, really helpfull",good
The best to do list apps I've ever had.,good
must have,good
"simple to use, has dark theme and syncs between different electronics. no ads or anything.",good
Nice app,good
Nice in planning,good
Very easy-to-use,good
Very helpful in planning a day,good
Wonderful,good
Exactly the reminders I need to stay productive! Thank you !!!!,good
it is to use. Keeps me from forgetting my tasks,good
Great app,good
Does not support more than only one Outlook calendar. Moreover won't work with I365 calls {inet connection failure} while just added calendar,poor
Are there any plans to develop a corresponding watchface in the Samsung app store for Samsung watch devices? UPDATE: ...when? ?,poor
कुछ काम का app नही टाइम बर्बाद।,poor
Vary bad,poor
Dont use this app for real!!!,poor
Calander doesn't sync properly even if you add event adds it to different days,poor
"My calendar events not showing in widget , maybe it doesn't support my phone, this is why I am uninstalling it",poor
"Sorry, maybe I was a little too harsh. Anyway, this app is kind of confusing for me. Using it is not comfortable for me.",poor
"Not easy to operate and not good interface, uninstalled already, was expecting much better",poor
Doesn't work properly .,poor
0 intuitive.useless.app,poor
It's not working properly now. The sync was very slow. Overall very bad experience.,poor
Confusing as hell.,poor
"I have been trying to contact the developer, but he is responding me. please, tell me how can I use the app on my other devices.",poor
Why the tasks don't reapet every week this is useless!!,poor
How to change celceus to farenheight?,poor
Bekar,poor
Was good. But no longer updating real time...,poor
Not so good at all. How to enter stuff and completely useless. Very bad 👎 😕,poor
I can't copy past the activities for other days i must write them on every day on the calendar,poor
"Seems like a good idea, but doesn't actually do anything but waste more time. Completely useless. Can't find calendar events. Each event has to be re-entered manually. Why would anyone want an app that is just MORE WORK? STUPID! HUGE waste of time!",poor
Widget doesn't work,poor
One feature add your app reminder with music tone,poor
"Sounds like a wonderful idea for time management, but it won't show half of the things on my calendar and kind of ruins the entire purpose.",poor
Couldn't figure out why there was a gray line in addition to the red line showing the hour. Also all day events show as a small sector instead of the entire circle. Looking at a regular calendar is still easier.,poor
someone created a time productivity app that takes too much time out of your day to understand it.,poor
Scam!! Got my google Calendar scammed!! Please don't install,poor
helps me somehow,poor
Why is it being linked with my google calendar or phone calendar? I don't want this private app to access my Google calenders and phone calender. Instead you should have just added the feature of adding tasks within the app. I'm deleting this. The UI is great. But I don't want you to link with my private apps.,poor
It cannot work by itself and it's not user-friendly,poor
Does not pick up the calender events despite setting them,poor
Does not detect my device's calendar (device default app) but instead asks me to download a calendar.,poor
"Need to about to change the Events colors thank you, other setting has the color plate to select, why is the Events that controlling the whloe widget background but only having 16 colors? And it doesn't shows the color that I chosen... they are not the same color, the magenta shows up light purple... not matching with my phone setting... and my widgets, and I hope there has a setting that can one click and the whole app color hue would be the color I like or choose, I don't like blue.",poor
